image_path,room_type,condition_score,split
kitchen/industrial/kitchen_industrial_20.jpg,kitchen,3.0,train
bedroom/minimalist/bedroom_minimalist_68.jpg,bedroom,3.5,train
kitchen/industrial/kitchen_industrial_172.jpg,kitchen,3.0,train
bathroom/boho/bathroom_boho_84.jpg,bathroom,3.2,train
living_room/industrial/living_room_industrial_116.jpg,living room,3.0,train
living_room/minimalist/living_room_minimalist_16.jpg,living room,3.5,train
kitchen/minimalist/kitchen_minimalist_139.jpg,kitchen,3.5,train
bedroom/scandinavian/bedroom_scandinavian_115.jpg,bedroom,4.0,train
kitchen/boho/kitchen_boho_330.jpg,kitchen,3.2,train
bathroom/scandinavian/bathroom_scandinavian_89.jpg,bathroom,4.0,train
bedroom/minimalist/bedroom_minimalist_4.jpg,bedroom,3.5,train
living_room/scandinavian/living_room_scandinavian_60.jpg,living room,4.0,train
kitchen/scandinavian/kitchen_scandinavian_18.jpg,kitchen,4.0,train
bedroom/industrial/bedroom_industrial_96.jpg,bedroom,3.0,train
bedroom/boho/bedroom_boho_99.jpg,bedroom,3.2,train
living_room/modern/living_room_modern_200.jpg,living room,4.5,train
living_room/scandinavian/living_room_scandinavian_46.jpg,living room,4.0,train
bathroom/minimalist/bathroom_minimalist_130.jpg,bathroom,3.5,train
kitchen/boho/kitchen_boho_113.jpg,kitchen,3.2,train
bathroom/industrial/bathroom_industrial_46.jpg,bathroom,3.0,train
kitchen/scandinavian/kitchen_scandinavian_92.jpg,kitchen,4.0,train
bedroom/boho/bedroom_boho_47.jpg,bedroom,3.2,train
kitchen/boho/kitchen_boho_141.jpg,kitchen,3.2,train
kitchen/modern/kitchen_modern_285.jpg,kitchen,4.5,train
bedroom/industrial/bedroom_industrial_40.jpg,bedroom,3.0,train
living_room/boho/living_room_boho_163.jpg,living room,3.2,train
bedroom/industrial/bedroom_industrial_67.jpg,bedroom,3.0,train
kitchen/industrial/kitchen_industrial_279.jpg,kitchen,3.0,train
kitchen/minimalist/kitchen_minimalist_143.jpg,kitchen,3.5,train
kitchen/modern/kitchen_modern_43.jpg,kitchen,4.5,train
bathroom/industrial/bathroom_industrial_107.jpg,bathroom,3.0,train
kitchen/boho/kitchen_boho_386.jpg,kitchen,3.2,train
bedroom/minimalist/bedroom_minimalist_23.jpg,bedroom,3.5,train
bedroom/boho/bedroom_boho_63.jpg,bedroom,3.2,train
kitchen/scandinavian/kitchen_scandinavian_126.jpg,kitchen,4.0,train
kitchen/boho/kitchen_boho_264.jpg,kitchen,3.2,train
bedroom/modern/bedroom_modern_27.jpg,bedroom,4.5,train
bathroom/modern/bathroom_modern_43.jpg,bathroom,4.5,train
living_room/scandinavian/living_room_scandinavian_85.jpg,living room,4.0,train
bedroom/boho/bedroom_boho_136.jpg,bedroom,3.2,train
bedroom/minimalist/bedroom_minimalist_98.jpg,bedroom,3.5,train
kitchen/boho/kitchen_boho_154.jpg,kitchen,3.2,train
bathroom/boho/bathroom_boho_92.jpg,bathroom,3.2,train
kitchen/boho/kitchen_boho_100.jpg,kitchen,3.2,train
living_room/minimalist/living_room_minimalist_32.jpg,living room,3.5,train
kitchen/scandinavian/kitchen_scandinavian_42.jpg,kitchen,4.0,train
bedroom/boho/bedroom_boho_129.jpg,bedroom,3.2,train
kitchen/modern/kitchen_modern_345.jpg,kitchen,4.5,train
bedroom/boho/bedroom_boho_32.jpg,bedroom,3.2,train
bathroom/minimalist/bathroom_minimalist_65.jpg,bathroom,3.5,train
bedroom/scandinavian/bedroom_scandinavian_113.jpg,bedroom,4.0,train
kitchen/boho/kitchen_boho_279.jpg,kitchen,3.2,train
living_room/scandinavian/living_room_scandinavian_81.jpg,living room,4.0,train
bathroom/industrial/bathroom_industrial_83.jpg,bathroom,3.0,train
bedroom/boho/bedroom_boho_113.jpg,bedroom,3.2,train
living_room/industrial/living_room_industrial_155.jpg,living room,3.0,train
living_room/minimalist/living_room_minimalist_45.jpg,living room,3.5,train
living_room/modern/living_room_modern_34.jpg,living room,4.5,train
living_room/industrial/living_room_industrial_27.jpg,living room,3.0,train
living_room/boho/living_room_boho_104.jpg,living room,3.2,train
kitchen/minimalist/kitchen_minimalist_32.jpg,kitchen,3.5,train
bedroom/minimalist/bedroom_minimalist_169.jpg,bedroom,3.5,train
bathroom/modern/bathroom_modern_39.jpg,bathroom,4.5,train
bathroom/boho/bathroom_boho_70.jpg,bathroom,3.2,train
kitchen/modern/kitchen_modern_12.jpg,kitchen,4.5,train
bathroom/minimalist/bathroom_minimalist_142.jpg,bathroom,3.5,train
kitchen/modern/kitchen_modern_228.jpg,kitchen,4.5,train
living_room/scandinavian/living_room_scandinavian_106.jpg,living room,4.0,train
bedroom/modern/bedroom_modern_17.jpg,bedroom,4.5,train
kitchen/modern/kitchen_modern_95.jpg,kitchen,4.5,train
kitchen/industrial/kitchen_industrial_84.jpg,kitchen,3.0,train
kitchen/boho/kitchen_boho_328.jpg,kitchen,3.2,train
bathroom/modern/bathroom_modern_111.jpg,bathroom,4.5,train
bedroom/minimalist/bedroom_minimalist_92.jpg,bedroom,3.5,train
kitchen/modern/kitchen_modern_258.jpg,kitchen,4.5,train
kitchen/boho/kitchen_boho_238.jpg,kitchen,3.2,train
living_room/industrial/living_room_industrial_130.jpg,living room,3.0,train
bedroom/industrial/bedroom_industrial_73.jpg,bedroom,3.0,train
living_room/industrial/living_room_industrial_119.jpg,living room,3.0,train
kitchen/modern/kitchen_modern_57.jpg,kitchen,4.5,train
kitchen/industrial/kitchen_industrial_286.jpg,kitchen,3.0,train
living_room/modern/living_room_modern_128.jpg,living room,4.5,train
kitchen/boho/kitchen_boho_90.jpg,kitchen,3.2,train
living_room/minimalist/living_room_minimalist_151.jpg,living room,3.5,train
kitchen/boho/kitchen_boho_395.jpg,kitchen,3.2,train
bedroom/boho/bedroom_boho_31.jpg,bedroom,3.2,train
kitchen/modern/kitchen_modern_180.jpg,kitchen,4.5,train
living_room/modern/living_room_modern_115.jpg,living room,4.5,train
bedroom/minimalist/bedroom_minimalist_126.jpg,bedroom,3.5,train
bedroom/minimalist/bedroom_minimalist_8.jpg,bedroom,3.5,train
bathroom/modern/bathroom_modern_119.jpg,bathroom,4.5,train
bedroom/scandinavian/bedroom_scandinavian_83.jpg,bedroom,4.0,train
bathroom/industrial/bathroom_industrial_84.jpg,bathroom,3.0,train
kitchen/boho/kitchen_boho_334.jpg,kitchen,3.2,train
bathroom/modern/bathroom_modern_82.jpg,bathroom,4.5,train
living_room/boho/living_room_boho_4.jpg,living room,3.2,train
bedroom/modern/bedroom_modern_148.jpg,bedroom,4.5,train
bathroom/minimalist/bathroom_minimalist_124.jpg,bathroom,3.5,train
living_room/scandinavian/living_room_scandinavian_5.jpg,living room,4.0,train
kitchen/industrial/kitchen_industrial_90.jpg,kitchen,3.0,train
bedroom/modern/bedroom_modern_32.jpg,bedroom,4.5,train
bathroom/industrial/bathroom_industrial_39.jpg,bathroom,3.0,train
living_room/scandinavian/living_room_scandinavian_67.jpg,living room,4.0,train
bedroom/minimalist/bedroom_minimalist_34.jpg,bedroom,3.5,train
bedroom/minimalist/bedroom_minimalist_24.jpg,bedroom,3.5,train
living_room/boho/living_room_boho_153.jpg,living room,3.2,train
kitchen/boho/kitchen_boho_437.jpg,kitchen,3.2,train
bedroom/industrial/bedroom_industrial_199.jpg,bedroom,3.0,train
living_room/industrial/living_room_industrial_163.jpg,living room,3.0,train
living_room/minimalist/living_room_minimalist_193.jpg,living room,3.5,train
bathroom/boho/bathroom_boho_12.jpg,bathroom,3.2,train
kitchen/minimalist/kitchen_minimalist_3.jpg,kitchen,3.5,train
kitchen/boho/kitchen_boho_32.jpg,kitchen,3.2,train
bathroom/boho/bathroom_boho_114.jpg,bathroom,3.2,train
kitchen/industrial/kitchen_industrial_247.jpg,kitchen,3.0,train
bedroom/minimalist/bedroom_minimalist_25.jpg,bedroom,3.5,train
bathroom/scandinavian/bathroom_scandinavian_80.jpg,bathroom,4.0,train
kitchen/boho/kitchen_boho_218.jpg,kitchen,3.2,train
kitchen/boho/kitchen_boho_197.jpg,kitchen,3.2,train
kitchen/modern/kitchen_modern_347.jpg,kitchen,4.5,train
living_room/minimalist/living_room_minimalist_162.jpg,living room,3.5,train
bedroom/minimalist/bedroom_minimalist_111.jpg,bedroom,3.5,train
living_room/modern/living_room_modern_245.jpg,living room,4.5,train
living_room/modern/living_room_modern_168.jpg,living room,4.5,train
kitchen/modern/kitchen_modern_27.jpg,kitchen,4.5,train
bathroom/industrial/bathroom_industrial_56.jpg,bathroom,3.0,train
kitchen/scandinavian/kitchen_scandinavian_146.jpg,kitchen,4.0,train
kitchen/boho/kitchen_boho_281.jpg,kitchen,3.2,train
living_room/minimalist/living_room_minimalist_103.jpg,living room,3.5,train
bathroom/minimalist/bathroom_minimalist_105.jpg,bathroom,3.5,train
living_room/modern/living_room_modern_54.jpg,living room,4.5,train
kitchen/boho/kitchen_boho_65.jpg,kitchen,3.2,train
bedroom/scandinavian/bedroom_scandinavian_122.jpg,bedroom,4.0,train
kitchen/boho/kitchen_boho_362.jpg,kitchen,3.2,train
bedroom/modern/bedroom_modern_79.jpg,bedroom,4.5,train
kitchen/scandinavian/kitchen_scandinavian_112.jpg,kitchen,4.0,train
living_room/industrial/living_room_industrial_83.jpg,living room,3.0,train
bathroom/minimalist/bathroom_minimalist_37.jpg,bathroom,3.5,train
bathroom/modern/bathroom_modern_2.jpg,bathroom,4.5,train
living_room/industrial/living_room_industrial_191.jpg,living room,3.0,train
bedroom/modern/bedroom_modern_59.jpg,bedroom,4.5,train
kitchen/industrial/kitchen_industrial_48.jpg,kitchen,3.0,train
bathroom/boho/bathroom_boho_34.jpg,bathroom,3.2,train
living_room/minimalist/living_room_minimalist_29.jpg,living room,3.5,train
bedroom/minimalist/bedroom_minimalist_116.jpg,bedroom,3.5,train
bathroom/scandinavian/bathroom_scandinavian_51.jpg,bathroom,4.0,train
bathroom/scandinavian/bathroom_scandinavian_116.jpg,bathroom,4.0,train
living_room/modern/living_room_modern_137.jpg,living room,4.5,train
bedroom/modern/bedroom_modern_113.jpg,bedroom,4.5,train
bedroom/scandinavian/bedroom_scandinavian_128.jpg,bedroom,4.0,train
living_room/minimalist/living_room_minimalist_27.jpg,living room,3.5,train
kitchen/industrial/kitchen_industrial_192.jpg,kitchen,3.0,train
living_room/minimalist/living_room_minimalist_169.jpg,living room,3.5,train
kitchen/boho/kitchen_boho_31.jpg,kitchen,3.2,train
bedroom/modern/bedroom_modern_15.jpg,bedroom,4.5,train
living_room/scandinavian/living_room_scandinavian_78.jpg,living room,4.0,train
living_room/scandinavian/living_room_scandinavian_69.jpg,living room,4.0,train
kitchen/boho/kitchen_boho_64.jpg,kitchen,3.2,train
bedroom/scandinavian/bedroom_scandinavian_116.jpg,bedroom,4.0,train
bedroom/scandinavian/bedroom_scandinavian_57.jpg,bedroom,4.0,train
bedroom/boho/bedroom_boho_13.jpg,bedroom,3.2,train
living_room/minimalist/living_room_minimalist_20.jpg,living room,3.5,train
living_room/modern/living_room_modern_28.jpg,living room,4.5,train
bedroom/minimalist/bedroom_minimalist_17.jpg,bedroom,3.5,train
bathroom/minimalist/bathroom_minimalist_17.jpg,bathroom,3.5,train
bathroom/minimalist/bathroom_minimalist_47.jpg,bathroom,3.5,train
living_room/boho/living_room_boho_154.jpg,living room,3.2,train
bathroom/industrial/bathroom_industrial_25.jpg,bathroom,3.0,train
kitchen/boho/kitchen_boho_10.jpg,kitchen,3.2,train
kitchen/industrial/kitchen_industrial_164.jpg,kitchen,3.0,train
bedroom/minimalist/bedroom_minimalist_170.jpg,bedroom,3.5,train
bathroom/minimalist/bathroom_minimalist_24.jpg,bathroom,3.5,train
bedroom/boho/bedroom_boho_108.jpg,bedroom,3.2,train
kitchen/boho/kitchen_boho_398.jpg,kitchen,3.2,train
bedroom/boho/bedroom_boho_4.jpg,bedroom,3.2,train
kitchen/modern/kitchen_modern_250.jpg,kitchen,4.5,train
bathroom/boho/bathroom_boho_102.jpg,bathroom,3.2,train
bathroom/boho/bathroom_boho_39.jpg,bathroom,3.2,train
bedroom/modern/bedroom_modern_179.jpg,bedroom,4.5,train
kitchen/industrial/kitchen_industrial_131.jpg,kitchen,3.0,train
kitchen/boho/kitchen_boho_268.jpg,kitchen,3.2,train
bathroom/industrial/bathroom_industrial_86.jpg,bathroom,3.0,train
bathroom/boho/bathroom_boho_62.jpg,bathroom,3.2,train
living_room/minimalist/living_room_minimalist_22.jpg,living room,3.5,train
bedroom/industrial/bedroom_industrial_58.jpg,bedroom,3.0,train
kitchen/modern/kitchen_modern_295.jpg,kitchen,4.5,train
living_room/industrial/living_room_industrial_118.jpg,living room,3.0,train
living_room/industrial/living_room_industrial_44.jpg,living room,3.0,train
kitchen/boho/kitchen_boho_410.jpg,kitchen,3.2,train
kitchen/minimalist/kitchen_minimalist_73.jpg,kitchen,3.5,train
bedroom/modern/bedroom_modern_44.jpg,bedroom,4.5,train
bedroom/modern/bedroom_modern_169.jpg,bedroom,4.5,train
kitchen/scandinavian/kitchen_scandinavian_29.jpg,kitchen,4.0,train
bathroom/industrial/bathroom_industrial_120.jpg,bathroom,3.0,train
living_room/scandinavian/living_room_scandinavian_166.jpg,living room,4.0,train
kitchen/boho/kitchen_boho_96.jpg,kitchen,3.2,train
bathroom/minimalist/bathroom_minimalist_118.jpg,bathroom,3.5,train
bedroom/industrial/bedroom_industrial_177.jpg,bedroom,3.0,train
living_room/industrial/living_room_industrial_15.jpg,living room,3.0,train
kitchen/modern/kitchen_modern_55.jpg,kitchen,4.5,train
bedroom/minimalist/bedroom_minimalist_160.jpg,bedroom,3.5,train
bedroom/industrial/bedroom_industrial_137.jpg,bedroom,3.0,train
living_room/scandinavian/living_room_scandinavian_143.jpg,living room,4.0,train
living_room/minimalist/living_room_minimalist_79.jpg,living room,3.5,train
kitchen/scandinavian/kitchen_scandinavian_141.jpg,kitchen,4.0,train
kitchen/modern/kitchen_modern_281.jpg,kitchen,4.5,train
kitchen/boho/kitchen_boho_178.jpg,kitchen,3.2,train
kitchen/scandinavian/kitchen_scandinavian_77.jpg,kitchen,4.0,train
bedroom/industrial/bedroom_industrial_1.jpg,bedroom,3.0,train
bathroom/modern/bathroom_modern_9.jpg,bathroom,4.5,train
kitchen/boho/kitchen_boho_276.jpg,kitchen,3.2,train
kitchen/boho/kitchen_boho_320.jpg,kitchen,3.2,train
kitchen/modern/kitchen_modern_304.jpg,kitchen,4.5,train
kitchen/industrial/kitchen_industrial_47.jpg,kitchen,3.0,train
bedroom/modern/bedroom_modern_155.jpg,bedroom,4.5,train
kitchen/boho/kitchen_boho_290.jpg,kitchen,3.2,train
kitchen/minimalist/kitchen_minimalist_113.jpg,kitchen,3.5,train
bathroom/scandinavian/bathroom_scandinavian_86.jpg,bathroom,4.0,train
bathroom/minimalist/bathroom_minimalist_157.jpg,bathroom,3.5,train
kitchen/boho/kitchen_boho_193.jpg,kitchen,3.2,train
bedroom/modern/bedroom_modern_28.jpg,bedroom,4.5,train
bedroom/industrial/bedroom_industrial_79.jpg,bedroom,3.0,train
living_room/boho/living_room_boho_73.jpg,living room,3.2,train
living_room/industrial/living_room_industrial_21.jpg,living room,3.0,train
kitchen/minimalist/kitchen_minimalist_174.jpg,kitchen,3.5,train
kitchen/modern/kitchen_modern_284.jpg,kitchen,4.5,train
bathroom/minimalist/bathroom_minimalist_103.jpg,bathroom,3.5,train
bedroom/scandinavian/bedroom_scandinavian_23.jpg,bedroom,4.0,train
kitchen/modern/kitchen_modern_66.jpg,kitchen,4.5,train
living_room/industrial/living_room_industrial_77.jpg,living room,3.0,train
bathroom/industrial/bathroom_industrial_32.jpg,bathroom,3.0,train
kitchen/modern/kitchen_modern_156.jpg,kitchen,4.5,train
living_room/scandinavian/living_room_scandinavian_51.jpg,living room,4.0,train
kitchen/industrial/kitchen_industrial_115.jpg,kitchen,3.0,train
kitchen/minimalist/kitchen_minimalist_153.jpg,kitchen,3.5,train
bedroom/scandinavian/bedroom_scandinavian_129.jpg,bedroom,4.0,train
kitchen/modern/kitchen_modern_172.jpg,kitchen,4.5,train
bedroom/modern/bedroom_modern_171.jpg,bedroom,4.5,train
living_room/minimalist/living_room_minimalist_6.jpg,living room,3.5,train
bathroom/scandinavian/bathroom_scandinavian_6.jpg,bathroom,4.0,train
bedroom/industrial/bedroom_industrial_18.jpg,bedroom,3.0,train
kitchen/boho/kitchen_boho_350.jpg,kitchen,3.2,train
kitchen/industrial/kitchen_industrial_43.jpg,kitchen,3.0,train
bedroom/scandinavian/bedroom_scandinavian_4.jpg,bedroom,4.0,train
bedroom/scandinavian/bedroom_scandinavian_126.jpg,bedroom,4.0,train
kitchen/modern/kitchen_modern_248.jpg,kitchen,4.5,train
kitchen/modern/kitchen_modern_359.jpg,kitchen,4.5,train
kitchen/boho/kitchen_boho_293.jpg,kitchen,3.2,train
living_room/modern/living_room_modern_146.jpg,living room,4.5,train
bedroom/modern/bedroom_modern_68.jpg,bedroom,4.5,train
kitchen/minimalist/kitchen_minimalist_15.jpg,kitchen,3.5,train
bedroom/scandinavian/bedroom_scandinavian_29.jpg,bedroom,4.0,train
bedroom/modern/bedroom_modern_130.jpg,bedroom,4.5,train
living_room/minimalist/living_room_minimalist_53.jpg,living room,3.5,train
bathroom/boho/bathroom_boho_29.jpg,bathroom,3.2,train
kitchen/boho/kitchen_boho_390.jpg,kitchen,3.2,train
bathroom/industrial/bathroom_industrial_34.jpg,bathroom,3.0,train
bedroom/industrial/bedroom_industrial_21.jpg,bedroom,3.0,train
kitchen/boho/kitchen_boho_99.jpg,kitchen,3.2,train
kitchen/industrial/kitchen_industrial_272.jpg,kitchen,3.0,train
living_room/scandinavian/living_room_scandinavian_55.jpg,living room,4.0,train
kitchen/minimalist/kitchen_minimalist_177.jpg,kitchen,3.5,train
kitchen/industrial/kitchen_industrial_206.jpg,kitchen,3.0,train
kitchen/boho/kitchen_boho_441.jpg,kitchen,3.2,train
kitchen/industrial/kitchen_industrial_21.jpg,kitchen,3.0,train
kitchen/modern/kitchen_modern_177.jpg,kitchen,4.5,train
living_room/scandinavian/living_room_scandinavian_56.jpg,living room,4.0,train
living_room/industrial/living_room_industrial_131.jpg,living room,3.0,train
bedroom/industrial/bedroom_industrial_134.jpg,bedroom,3.0,train
bathroom/scandinavian/bathroom_scandinavian_43.jpg,bathroom,4.0,train
kitchen/modern/kitchen_modern_280.jpg,kitchen,4.5,train
living_room/minimalist/living_room_minimalist_156.jpg,living room,3.5,train
living_room/modern/living_room_modern_136.jpg,living room,4.5,train
bathroom/scandinavian/bathroom_scandinavian_66.jpg,bathroom,4.0,train
kitchen/industrial/kitchen_industrial_293.jpg,kitchen,3.0,train
living_room/modern/living_room_modern_10.jpg,living room,4.5,train
bedroom/modern/bedroom_modern_109.jpg,bedroom,4.5,train
kitchen/boho/kitchen_boho_215.jpg,kitchen,3.2,train
living_room/industrial/living_room_industrial_106.jpg,living room,3.0,train
kitchen/modern/kitchen_modern_336.jpg,kitchen,4.5,train
living_room/modern/living_room_modern_82.jpg,living room,4.5,train
bedroom/scandinavian/bedroom_scandinavian_6.jpg,bedroom,4.0,train
bedroom/modern/bedroom_modern_138.jpg,bedroom,4.5,train
living_room/modern/living_room_modern_103.jpg,living room,4.5,train
living_room/minimalist/living_room_minimalist_173.jpg,living room,3.5,train
kitchen/minimalist/kitchen_minimalist_171.jpg,kitchen,3.5,train
living_room/modern/living_room_modern_253.jpg,living room,4.5,train
living_room/minimalist/living_room_minimalist_183.jpg,living room,3.5,train
kitchen/modern/kitchen_modern_283.jpg,kitchen,4.5,train
bedroom/minimalist/bedroom_minimalist_84.jpg,bedroom,3.5,train
living_room/scandinavian/living_room_scandinavian_108.jpg,living room,4.0,train
living_room/scandinavian/living_room_scandinavian_27.jpg,living room,4.0,train
bathroom/minimalist/bathroom_minimalist_99.jpg,bathroom,3.5,train
bathroom/modern/bathroom_modern_131.jpg,bathroom,4.5,train
kitchen/boho/kitchen_boho_335.jpg,kitchen,3.2,train
kitchen/modern/kitchen_modern_333.jpg,kitchen,4.5,train
kitchen/boho/kitchen_boho_37.jpg,kitchen,3.2,train
bedroom/minimalist/bedroom_minimalist_20.jpg,bedroom,3.5,train
bedroom/modern/bedroom_modern_20.jpg,bedroom,4.5,train
living_room/minimalist/living_room_minimalist_161.jpg,living room,3.5,train
living_room/modern/living_room_modern_237.jpg,living room,4.5,train
living_room/boho/living_room_boho_49.jpg,living room,3.2,train
living_room/boho/living_room_boho_23.jpg,living room,3.2,train
bedroom/modern/bedroom_modern_116.jpg,bedroom,4.5,train
bathroom/minimalist/bathroom_minimalist_59.jpg,bathroom,3.5,train
kitchen/industrial/kitchen_industrial_149.jpg,kitchen,3.0,train
bedroom/scandinavian/bedroom_scandinavian_36.jpg,bedroom,4.0,train
kitchen/boho/kitchen_boho_343.jpg,kitchen,3.2,train
bathroom/boho/bathroom_boho_120.jpg,bathroom,3.2,train
living_room/modern/living_room_modern_182.jpg,living room,4.5,train
kitchen/modern/kitchen_modern_161.jpg,kitchen,4.5,train
living_room/modern/living_room_modern_125.jpg,living room,4.5,train
living_room/modern/living_room_modern_166.jpg,living room,4.5,train
living_room/boho/living_room_boho_161.jpg,living room,3.2,train
kitchen/industrial/kitchen_industrial_232.jpg,kitchen,3.0,train
bathroom/industrial/bathroom_industrial_43.jpg,bathroom,3.0,train
kitchen/boho/kitchen_boho_420.jpg,kitchen,3.2,train
living_room/boho/living_room_boho_109.jpg,living room,3.2,train
bedroom/boho/bedroom_boho_54.jpg,bedroom,3.2,train
bathroom/minimalist/bathroom_minimalist_38.jpg,bathroom,3.5,train
bedroom/scandinavian/bedroom_scandinavian_141.jpg,bedroom,4.0,train
bathroom/industrial/bathroom_industrial_124.jpg,bathroom,3.0,train
bedroom/scandinavian/bedroom_scandinavian_40.jpg,bedroom,4.0,train
living_room/boho/living_room_boho_67.jpg,living room,3.2,train
living_room/industrial/living_room_industrial_61.jpg,living room,3.0,train
bedroom/industrial/bedroom_industrial_109.jpg,bedroom,3.0,train
kitchen/boho/kitchen_boho_302.jpg,kitchen,3.2,train
bedroom/boho/bedroom_boho_65.jpg,bedroom,3.2,train
kitchen/modern/kitchen_modern_186.jpg,kitchen,4.5,train
kitchen/modern/kitchen_modern_174.jpg,kitchen,4.5,train
kitchen/industrial/kitchen_industrial_40.jpg,kitchen,3.0,train
kitchen/modern/kitchen_modern_39.jpg,kitchen,4.5,train
bedroom/boho/bedroom_boho_3.jpg,bedroom,3.2,train
living_room/modern/living_room_modern_145.jpg,living room,4.5,train
kitchen/minimalist/kitchen_minimalist_56.jpg,kitchen,3.5,train
bedroom/minimalist/bedroom_minimalist_148.jpg,bedroom,3.5,train
bathroom/minimalist/bathroom_minimalist_111.jpg,bathroom,3.5,train
bathroom/modern/bathroom_modern_101.jpg,bathroom,4.5,train
bedroom/modern/bedroom_modern_198.jpg,bedroom,4.5,train
living_room/modern/living_room_modern_44.jpg,living room,4.5,train
bedroom/boho/bedroom_boho_130.jpg,bedroom,3.2,train
bedroom/industrial/bedroom_industrial_44.jpg,bedroom,3.0,train
bedroom/boho/bedroom_boho_132.jpg,bedroom,3.2,train
kitchen/boho/kitchen_boho_445.jpg,kitchen,3.2,train
bedroom/modern/bedroom_modern_145.jpg,bedroom,4.5,train
bedroom/scandinavian/bedroom_scandinavian_106.jpg,bedroom,4.0,train
kitchen/modern/kitchen_modern_251.jpg,kitchen,4.5,train
bathroom/boho/bathroom_boho_44.jpg,bathroom,3.2,train
bedroom/minimalist/bedroom_minimalist_165.jpg,bedroom,3.5,train
kitchen/boho/kitchen_boho_467.jpg,kitchen,3.2,train
kitchen/boho/kitchen_boho_435.jpg,kitchen,3.2,train
kitchen/modern/kitchen_modern_218.jpg,kitchen,4.5,train
kitchen/modern/kitchen_modern_90.jpg,kitchen,4.5,train
living_room/scandinavian/living_room_scandinavian_144.jpg,living room,4.0,train
kitchen/scandinavian/kitchen_scandinavian_98.jpg,kitchen,4.0,train
kitchen/modern/kitchen_modern_120.jpg,kitchen,4.5,train
bathroom/modern/bathroom_modern_120.jpg,bathroom,4.5,train
bathroom/boho/bathroom_boho_19.jpg,bathroom,3.2,train
kitchen/boho/kitchen_boho_44.jpg,kitchen,3.2,train
kitchen/modern/kitchen_modern_136.jpg,kitchen,4.5,train
living_room/minimalist/living_room_minimalist_92.jpg,living room,3.5,train
kitchen/boho/kitchen_boho_285.jpg,kitchen,3.2,train
bedroom/modern/bedroom_modern_134.jpg,bedroom,4.5,train
bedroom/industrial/bedroom_industrial_26.jpg,bedroom,3.0,train
living_room/boho/living_room_boho_98.jpg,living room,3.2,train
bedroom/modern/bedroom_modern_141.jpg,bedroom,4.5,train
kitchen/boho/kitchen_boho_312.jpg,kitchen,3.2,train
kitchen/scandinavian/kitchen_scandinavian_21.jpg,kitchen,4.0,train
bedroom/industrial/bedroom_industrial_192.jpg,bedroom,3.0,train
bedroom/minimalist/bedroom_minimalist_128.jpg,bedroom,3.5,train
bathroom/scandinavian/bathroom_scandinavian_38.jpg,bathroom,4.0,train
bathroom/industrial/bathroom_industrial_71.jpg,bathroom,3.0,train
bathroom/minimalist/bathroom_minimalist_60.jpg,bathroom,3.5,train
bathroom/modern/bathroom_modern_5.jpg,bathroom,4.5,train
bedroom/modern/bedroom_modern_170.jpg,bedroom,4.5,train
bedroom/modern/bedroom_modern_7.jpg,bedroom,4.5,train
bathroom/scandinavian/bathroom_scandinavian_82.jpg,bathroom,4.0,train
kitchen/boho/kitchen_boho_399.jpg,kitchen,3.2,train
bedroom/scandinavian/bedroom_scandinavian_73.jpg,bedroom,4.0,train
living_room/modern/living_room_modern_230.jpg,living room,4.5,train
living_room/modern/living_room_modern_292.jpg,living room,4.5,train
kitchen/modern/kitchen_modern_123.jpg,kitchen,4.5,train
bedroom/scandinavian/bedroom_scandinavian_93.jpg,bedroom,4.0,train
bathroom/industrial/bathroom_industrial_76.jpg,bathroom,3.0,train
kitchen/industrial/kitchen_industrial_155.jpg,kitchen,3.0,train
living_room/scandinavian/living_room_scandinavian_86.jpg,living room,4.0,train
kitchen/minimalist/kitchen_minimalist_35.jpg,kitchen,3.5,train
kitchen/minimalist/kitchen_minimalist_87.jpg,kitchen,3.5,train
kitchen/boho/kitchen_boho_436.jpg,kitchen,3.2,train
bedroom/minimalist/bedroom_minimalist_0.jpg,bedroom,3.5,train
kitchen/modern/kitchen_modern_42.jpg,kitchen,4.5,train
living_room/industrial/living_room_industrial_143.jpg,living room,3.0,train
kitchen/industrial/kitchen_industrial_104.jpg,kitchen,3.0,train
bathroom/boho/bathroom_boho_35.jpg,bathroom,3.2,train
living_room/modern/living_room_modern_163.jpg,living room,4.5,train
bedroom/minimalist/bedroom_minimalist_26.jpg,bedroom,3.5,train
kitchen/industrial/kitchen_industrial_86.jpg,kitchen,3.0,train
bedroom/modern/bedroom_modern_21.jpg,bedroom,4.5,train
kitchen/industrial/kitchen_industrial_298.jpg,kitchen,3.0,train
bathroom/modern/bathroom_modern_110.jpg,bathroom,4.5,train
bathroom/scandinavian/bathroom_scandinavian_92.jpg,bathroom,4.0,train
kitchen/boho/kitchen_boho_367.jpg,kitchen,3.2,train
bedroom/boho/bedroom_boho_126.jpg,bedroom,3.2,train
bedroom/industrial/bedroom_industrial_29.jpg,bedroom,3.0,train
living_room/boho/living_room_boho_81.jpg,living room,3.2,train
bathroom/scandinavian/bathroom_scandinavian_115.jpg,bathroom,4.0,train
living_room/modern/living_room_modern_208.jpg,living room,4.5,train
bedroom/industrial/bedroom_industrial_70.jpg,bedroom,3.0,train
kitchen/industrial/kitchen_industrial_241.jpg,kitchen,3.0,train
bedroom/minimalist/bedroom_minimalist_103.jpg,bedroom,3.5,train
